Date;ExecutionTime;Value
2023-01-31 22:52:40.000;4;57.03
2023-11-19 17:29:21.000;8;92.78
2023-01-24 09:46:41.000;2;70.66
2023-04-24 14:29:06.000;6;3.82
2023-11-03 21:42:01.000;9;6.11
2023-08-14 23:40:35.000;1;82.08
2023-11-25 04:33:54.000;9;11.57
2023-11-19 03:31:46.000;9;7.50
2023-02-24 03:19:46.000;1;7.21
2023-01-11 18:23:38.000;7;44.05
2023-05-16 03:18:47.000;7;19.64
2023-08-07 07:35:41.000;5;67.03
2023-03-31 17:10:46.000;4;27.69
2023-10-14 06:37:37.000;8;38.39
2023-07-15 09:32:36.000;2;60.49
2023-02-04 04:22:33.000;9;91.27
2023-10-08 05:28:15.000;7;75.70
2023-06-06 20:17:42.000;9;49.15
2023-06-04 00:17:28.000;3;30.17
2023-06-20 00:35:38.000;3;41.95
2023-05-04 20:17:29.000;1;53.10
2023-05-04 12:54:47.000;1;63.98
2023-09-28 11:21:42.000;2;76.88
2023-09-24 08:03:04.000;9;21.50
2023-02-20 07:25:47.000;3;45.55
2023-12-11 15:48:42.000;6;22.07
2023-03-21 20:16:35.000;2;41.15
2023-03-06 03:01:58.000;1;46.63
2023-06-20 01:46:20.000;1;54.58
2023-10-30 20:08:50.000;4;63.66
2023-03-26 13:32:54.000;9;11.32
2023-08-20 09:43:51.000;1;81.12
2023-07-01 16:40:25.000;1;36.47
2023-04-13 17:55:20.000;2;24.45
2023-11-08 15:31:23.000;8;67.52
2023-04-10 01:03:34.000;6;83.79
2023-09-20 13:57:32.000;2;84.45
2023-02-05 16:37:49.000;5;30.73
2023-07-21 20:57:43.000;5;15.60
2023-06-07 05:21:22.000;6;7.72
2023-01-17 21:18:54.000;5;80.17
2023-01-25 00:01:34.000;6;9.59
2023-02-01 10:05:50.000;8;74.84
2023-07-14 07:10:16.000;7;37.84
2023-07-04 05:40:02.000;5;46.55
2023-10-08 02:52:47.000;1;36.37
2023-04-16 12:49:11.000;6;54.90
2023-03-18 20:54:59.000;7;45.81
2023-11-08 12:31:00.000;2;32.48
2023-05-06 03:05:28.000;6;25.22
2023-08-23 13:03:09.000;1;61.69
2023-07-30 12:46:15.000;9;24.05
2023-06-04 12:59:08.000;4;92.47
2023-08-04 00:42:15.000;5;31.27
2023-11-18 02:28:36.000;5;49.57
2023-03-01 14:27:51.000;8;74.85
2023-03-16 03:21:49.000;9;90.82
2023-07-23 15:41:25.000;2;67.57
2023-03-07 07:20:07.000;8;63.74
2023-03-12 14:29:48.000;1;4.46
2023-11-01 09:21:40.000;8;91.65
2023-03-07 11:42:10.000;1;61.11
2023-02-04 20:00:22.000;4;29.65
2023-03-19 20:30:36.000;1;81.41
2023-08-17 14:51:06.000;1;23.22
2023-08-16 07:58:15.000;6;51.74
2023-01-13 17:07:25.000;3;96.67
2023-12-27 06:10:45.000;3;6.91
2023-03-09 07:38:28.000;6;59.63
2023-06-19 05:48:49.000;7;37.09
2023-08-12 17:49:09.000;8;36.87
2023-01-08 01:16:39.000;9;54.90
2023-06-25 08:13:11.000;1;43.06
2023-12-26 23:32:00.000;6;80.33
2023-08-08 08:36:16.000;1;78.77
2023-11-27 23:37:30.000;4;6.42
2023-12-16 16:16:28.000;5;14.49
2023-01-12 21:56:58.000;1;19.85
2023-10-14 01:40:07.000;4;96.42
2023-05-19 04:42:56.000;7;33.46
2023-08-26 14:49:18.000;2;13.17
2023-11-12 13:41:07.000;9;49.87
2023-07-05 10:19:46.000;8;64.81
2023-01-30 05:08:32.000;4;61.82
2023-12-26 16:18:44.000;4;45.99
2023-03-20 04:08:22.000;5;13.41
2023-10-30 12:13:29.000;7;22.09
2023-10-30 07:48:28.000;3;20.54
2023-08-25 21:54:45.000;5;73.55
2023-08-22 14:08:23.000;6;15.68
2023-03-08 02:05:30.000;6;6.98
2023-07-25 19:41:43.000;7;99.66
2023-05-07 16:34:24.000;8;68.98
2023-10-22 04:09:18.000;5;89.50
2023-07-24 01:31:03.000;6;22.14
2023-04-27 00:06:12.000;6;70.43
2023-04-07 22:31:49.000;9;96.97
2023-03-10 05:38:46.000;3;29.10
2023-11-29 17:38:09.000;8;11.71
2023-06-29 00:45:43.000;2;1.57
2023-06-25 05:15:51.000;9;50.92
2023-08-08 07:26:07.000;3;99.79
2023-01-02 05:22:25.000;6;50.26
2023-02-14 10:33:45.000;3;51.06
2023-11-13 10:56:11.000;3;85.90
2023-10-29 23:27:07.000;5;38.63
2023-03-22 01:22:52.000;9;27.91
2023-12-23 15:15:25.000;1;12.40
2023-02-17 23:14:42.000;1;41.83
2023-10-13 04:45:55.000;7;98.26
2023-01-16 03:34:58.000;4;43.31
2023-12-03 03:30:52.000;1;9.94
2023-02-25 19:48:11.000;3;63.42
2023-09-02 08:48:21.000;6;23.54
2023-12-12 03:53:22.000;2;24.59
2023-09-12 10:19:46.000;5;73.08
2023-04-24 04:23:45.000;3;38.61
2023-10-24 06:57:35.000;6;68.64
2023-03-31 20:09:07.000;7;61.23
2023-03-01 06:32:08.000;7;98.27
2023-05-10 08:55:47.000;3;34.99
2023-03-27 05:44:42.000;3;50.84
2023-07-24 22:47:18.000;4;80.19
2023-07-18 06:14:44.000;9;59.62
2023-02-06 01:03:57.000;2;66.78
2023-07-10 11:35:26.000;1;10.91
2023-06-19 17:34:08.000;8;35.78
2023-11-15 21:31:12.000;2;88.18
2023-02-11 10:55:45.000;4;4.12
2023-11-04 09:23:20.000;2;21.23
2023-07-05 04:56:16.000;1;11.13
2023-06-13 19:15:35.000;4;50.59
2023-06-11 13:06:05.000;9;99.52
2023-12-19 10:08:53.000;8;31.41
2023-07-06 09:50:22.000;6;30.31
2023-07-19 20:28:59.000;1;95.06
2023-02-25 06:54:38.000;8;30.31
2023-08-15 03:26:03.000;5;25.19
2023-04-21 19:23:17.000;4;9.05
2023-08-09 16:00:59.000;1;66.31
2023-04-13 19:03:29.000;5;63.23
2023-11-03 23:55:58.000;3;11.76
2023-08-26 05:52:34.000;2;21.29
2023-03-07 12:19:12.000;3;98.12
2023-02-11 17:14:28.000;3;8.98
2023-02-05 23:31:18.000;8;50.91
2023-06-05 21:42:57.000;8;74.84
2023-05-10 12:35:35.000;9;3.02
2023-01-23 07:16:14.000;2;41.41
2023-07-19 18:41:05.000;7;30.92
2023-11-17 06:52:55.000;9;30.29
2023-11-30 18:38:01.000;1;84.18
2023-07-06 14:58:20.000;3;1.76
2023-02-06 09:43:43.000;9;23.03
2023-02-05 03:26:00.000;7;98.99
2023-11-18 01:43:01.000;7;6.65
2023-08-16 07:28:13.000;1;14.06
2023-02-20 09:06:20.000;4;33.12
2023-02-07 21:58:20.000;4;9.67
2023-09-18 11:54:48.000;3;27.22
2023-10-28 20:09:04.000;9;13.45
2023-01-24 18:18:46.000;7;64.19
2023-02-25 02:58:43.000;2;5.97
2023-11-20 06:56:53.000;4;4.12
2023-06-08 18:30:52.000;4;62.75
2023-05-03 07:09:43.000;3;69.41
2023-11-11 03:56:50.000;1;47.06
2023-02-02 05:13:47.000;2;29.22
2023-12-27 14:07:31.000;1;6.54
2023-07-05 10:45:49.000;9;28.26
2023-04-21 10:57:05.000;1;4.77
2023-01-31 00:16:23.000;2;91.87
2023-06-07 16:42:41.000;1;2.89
2023-07-03 14:44:08.000;3;46.72
2023-11-24 02:34:30.000;7;8.49
2023-01-28 02:19:22.000;8;7.21
2023-11-05 09:52:06.000;3;93.85
2023-09-24 17:52:56.000;8;62.75
2023-01-07 14:38:33.000;7;76.18
2023-02-25 04:24:00.000;8;44.41
2023-12-10 07:32:49.000;3;16.21
2023-03-27 15:09:55.000;7;44.66
2023-06-09 04:13:04.000;4;84.11
2023-05-01 13:10:41.000;6;20.64
2023-09-06 06:56:54.000;2;8.86
2023-02-20 12:56:50.000;5;99.82
2023-03-21 15:08:41.000;3;5.62
2023-10-08 01:54:52.000;7;16.59
2023-08-30 06:22:03.000;9;69.64
2023-04-14 15:48:06.000;8;22.09
2023-07-07 00:08:45.000;9;71.23
2023-05-08 07:33:50.000;8;15.50
2023-04-12 16:56:28.000;4;4.90
2023-02-28 02:54:31.000;1;46.90
2023-07-28 07:10:20.000;8;80.38
2023-10-04 13:44:07.000;3;6.28
2023-04-03 03:16:11.000;4;47.32
2023-09-15 14:21:32.000;5;86.76
2023-10-25 02:43:06.000;4;13.65
2023-11-18 16:53:10.000;6;84.54
2023-05-04 21:37:02.000;1;65.57
2023-06-18 21:04:55.000;5;91.33
2023-09-14 06:10:09.000;4;41.98
2023-01-11 06:24:36.000;4;95.01
2023-11-18 23:59:34.000;2;42.24
2023-09-14 11:39:54.000;7;34.46
2023-05-09 20:19:29.000;1;37.86
2023-03-24 08:28:14.000;4;72.81
2023-01-28 04:34:05.000;9;65.39
2023-08-24 03:07:21.000;7;36.24
2023-05-24 12:21:41.000;9;62.85
2023-08-16 20:23:52.000;5;55.39
2023-09-10 14:48:21.000;6;83.91
2023-05-25 11:45:45.000;9;35.58
2023-08-30 16:34:33.000;3;43.94
2023-02-13 01:57:21.000;5;48.32
2023-12-28 19:03:50.000;4;22.72
2023-02-15 12:28:07.000;6;90.76
2023-12-25 13:03:26.000;3;51.31
2023-03-22 02:56:00.000;7;93.84
2023-02-04 16:26:42.000;9;87.88
2023-03-03 09:25:14.000;8;95.14
2023-12-01 06:19:08.000;2;72.19
2023-05-14 22:55:46.000;7;81.34
2023-06-26 00:52:26.000;4;72.06
2023-06-21 13:38:18.000;6;38.74
2023-01-02 03:41:27.000;8;59.61
2023-09-20 18:46:56.000;3;17.12
2023-09-12 03:02:42.000;5;43.17
2023-08-21 10:57:51.000;2;11.14
2023-01-30 04:38:32.000;8;70.39
2023-03-19 17:32:28.000;3;99.71
2023-09-26 09:04:22.000;5;75.27
2023-06-20 00:06:35.000;4;42.89
2023-09-08 06:06:17.000;7;73.64
2023-10-13 03:02:38.000;7;65.60
2023-02-18 10:54:02.000;6;99.10
2023-08-16 18:19:31.000;3;87.73
2023-01-23 06:52:47.000;5;94.54
2023-05-25 16:59:10.000;8;36.67
2023-07-27 02:35:17.000;8;45.17
2023-02-15 18:03:37.000;2;63.87
2023-10-04 13:52:00.000;8;51.06
2023-09-27 09:02:51.000;6;77.40
2023-04-05 06:09:40.000;7;88.51
2023-03-21 16:39:53.000;9;27.22
2023-04-08 18:16:17.000;7;8.41
2023-04-22 21:40:08.000;2;77.48
2023-10-15 06:18:04.000;7;75.98
2023-07-04 13:42:13.000;9;23.88
2023-05-08 11:14:44.000;3;69.62
2023-04-01 10:43:16.000;1;15.43
2023-07-14 18:29:51.000;7;6.01
2023-01-31 15:23:36.000;6;59.59
2023-12-13 14:15:11.000;4;66.00
2023-11-15 11:30:07.000;2;23.17
2023-10-24 11:07:45.000;9;35.15
2023-01-28 23:42:51.000;8;41.14
2023-03-03 19:29:51.000;9;41.14
2023-10-28 16:10:37.000;3;53.09
2023-01-25 08:13:05.000;1;76.02
2023-08-15 11:52:48.000;2;41.90
2023-06-29 01:23:00.000;2;44.14
2023-10-20 23:03:33.000;8;50.40
2023-02-11 02:43:15.000;3;63.27
2023-08-29 21:24:49.000;8;52.54
2023-07-28 14:00:28.000;4;19.67
2023-02-11 11:18:24.000;4;24.73
2023-04-11 02:11:47.000;3;70.83
2023-10-02 16:44:14.000;1;45.02
2023-05-11 23:43:04.000;1;9.95
2023-04-13 01:04:45.000;9;10.29
2023-12-11 13:21:44.000;3;88.87
2023-03-20 14:20:52.000;8;74.96
2023-05-13 13:28:07.000;6;63.20
2023-01-03 14:51:14.000;6;20.92
2023-03-14 20:17:50.000;3;71.71
2023-11-30 04:27:36.000;6;28.96
2023-12-29 21:45:55.000;2;86.32
2023-09-08 21:40:36.000;9;1.02
2023-06-15 07:30:38.000;3;97.45
2023-06-11 05:12:29.000;7;69.68
2023-11-22 18:04:31.000;7;8.92
2023-12-13 04:24:03.000;7;99.82
2023-11-27 22:14:08.000;4;94.61
2023-10-30 17:24:47.000;4;88.32
2023-04-24 13:09:45.000;1;18.29
2023-07-21 07:33:59.000;8;16.93
2023-12-27 11:17:41.000;7;90.33
2023-08-13 23:40:27.000;4;72.78
2023-07-08 22:07:18.000;1;86.93
2023-11-14 05:49:15.000;2;63.29
2023-02-15 06:53:48.000;1;33.04
2023-10-14 21:35:36.000;1;63.68
2023-03-07 01:00:00.000;1;31.74
2023-03-25 09:27:01.000;7;85.57
2023-03-28 05:20:43.000;4;4.51
2023-01-31 07:29:36.000;9;5.49
2023-08-11 02:00:41.000;8;6.91
2023-05-14 20:18:37.000;9;45.65
2023-03-08 05:10:40.000;9;34.13
2023-08-10 20:51:43.000;6;96.70
2023-01-12 13:19:23.000;5;4.13
2023-12-01 22:45:04.000;2;94.27
2023-04-28 07:04:04.000;6;96.42
2023-04-18 11:00:54.000;2;58.55
2023-09-14 13:55:49.000;2;43.01
2023-01-20 09:09:45.000;2;50.66
2023-02-25 07:30:11.000;6;64.69
2023-11-18 01:17:52.000;6;83.16
2023-01-23 17:56:03.000;7;17.75
2023-04-03 19:59:26.000;8;23.35
2023-04-01 21:39:37.000;8;25.41
2023-12-15 03:06:42.000;8;24.44
2023-03-16 20:28:09.000;7;92.43
2023-03-10 02:46:53.000;3;96.70
2023-12-17 15:00:34.000;9;42.81
2023-10-09 15:32:50.000;1;1.20
2023-12-19 23:03:38.000;5;24.88
2023-04-19 00:52:42.000;5;2.80
2023-09-10 06:20:05.000;3;66.80
2023-12-27 12:03:51.000;4;54.93
2023-07-01 14:02:04.000;6;88.07
2023-09-11 07:51:08.000;3;71.03
2023-09-08 22:45:42.000;2;92.85
2023-12-17 22:58:14.000;3;72.14
2023-04-09 15:39:18.000;8;55.39
2023-10-12 10:53:07.000;4;29.83
2023-04-11 18:02:39.000;5;85.99
2023-10-31 01:01:50.000;7;49.70
2023-01-14 15:18:14.000;2;68.75
2023-09-05 08:06:19.000;5;3.82
2023-05-09 14:48:01.000;4;97.56
2023-09-16 15:38:45.000;4;62.20
2023-12-20 22:44:38.000;1;8.95
2023-05-07 17:57:24.000;6;61.16
2023-10-18 09:55:03.000;4;20.97
2023-04-15 12:34:10.000;2;32.10
2023-05-13 21:11:28.000;4;88.01
2023-06-05 19:16:11.000;7;91.16
2023-01-07 06:01:54.000;3;31.69
2023-09-25 04:04:45.000;8;99.07
2023-10-25 11:46:24.000;9;54.11
2023-11-15 03:00:17.000;3;19.47
2023-07-06 13:56:49.000;6;15.46
2023-10-15 01:17:56.000;5;35.02
2023-09-28 05:47:54.000;6;12.28
2023-07-15 17:48:07.000;9;22.27
2023-01-12 07:41:55.000;6;20.45
2023-05-07 16:43:16.000;4;49.82
2023-09-22 21:29:23.000;8;35.08
2023-04-11 11:20:06.000;2;51.46
2023-02-28 12:45:06.000;6;81.72
2023-12-16 18:14:41.000;9;15.20
2023-03-14 05:33:08.000;6;43.61
2023-07-17 03:24:19.000;6;83.02
2023-09-10 00:51:51.000;2;65.13
2023-06-19 11:47:19.000;2;24.20
2023-02-15 08:25:12.000;3;1.64
2023-02-19 13:48:13.000;7;12.29
2023-06-04 11:16:00.000;1;17.07
2023-08-30 23:27:17.000;6;44.68
2023-09-19 06:57:11.000;7;53.88
2023-09-30 15:15:24.000;8;24.03
2023-01-03 13:14:59.000;3;55.69
2023-12-10 05:59:54.000;8;92.70
2023-12-19 07:55:36.000;8;74.62
2023-09-29 16:44:06.000;4;65.23
2023-11-06 21:27:12.000;9;21.60
2023-05-29 02:01:58.000;6;39.82
2023-08-31 20:33:51.000;2;81.36
2023-03-16 14:12:25.000;1;67.78
2023-08-31 07:40:53.000;5;23.99
2023-11-19 10:54:17.000;7;19.52
2023-09-21 08:29:57.000;5;92.84
2023-08-07 23:10:27.000;2;8.70
2023-06-12 10:12:07.000;1;18.63
2023-09-20 20:02:57.000;9;99.88
2023-10-09 04:48:48.000;3;76.35
2023-12-21 00:36:52.000;8;34.98
2023-10-16 00:54:37.000;4;20.26
2023-04-15 03:07:59.000;2;18.89
2023-02-21 16:09:29.000;9;37.22
2023-10-15 21:35:06.000;7;75.20
2023-03-03 05:56:32.000;1;21.98
2023-04-01 15:08:58.000;4;82.31
2023-11-21 22:44:03.000;6;93.92
2023-02-23 02:14:37.000;8;21.05
2023-07-09 12:27:08.000;9;60.58
2023-04-05 20:26:45.000;7;34.49
2023-06-19 10:28:35.000;7;51.56
2023-12-06 05:07:12.000;2;46.50
2023-08-13 11:15:56.000;7;95.97
2023-11-09 23:30:26.000;2;77.74
2023-04-15 12:09:51.000;5;21.44
2023-01-16 18:59:57.000;9;5.58
2023-06-22 10:24:24.000;9;44.93
2023-02-28 23:38:15.000;9;89.23
2023-08-23 12:34:38.000;2;76.34
2023-09-30 06:20:07.000;3;30.57
2023-06-06 14:26:11.000;7;16.78
2023-06-01 00:34:06.000;4;55.11
2023-02-01 17:20:26.000;6;89.07
2023-12-01 12:47:27.000;6;68.50
2023-03-06 19:41:58.000;4;20.64
2023-01-06 01:12:30.000;8;35.16
2023-05-19 17:35:01.000;2;61.13
2023-05-01 10:38:25.000;6;20.49
2023-10-17 19:31:26.000;2;66.79
2023-05-13 09:43:07.000;4;68.71
2023-08-02 11:35:12.000;3;27.35
2023-07-16 13:50:45.000;3;86.26
2023-09-06 11:56:09.000;3;11.37
2023-05-26 13:34:59.000;3;71.67
2023-02-13 11:05:30.000;3;32.91
2023-11-30 10:27:52.000;9;33.21
2023-03-20 06:11:53.000;5;37.64
2023-08-12 04:47:20.000;6;39.64
2023-11-23 18:39:41.000;8;10.72
2023-09-03 10:34:30.000;4;2.88
2023-07-14 01:23:19.000;8;36.56
2023-07-27 01:45:25.000;7;85.55
2023-03-13 19:56:18.000;5;54.81
2023-01-08 16:32:22.000;2;51.55
2023-04-14 06:42:33.000;1;98.35
2023-12-15 04:33:44.000;5;92.33
2023-08-15 17:20:06.000;4;8.39
2023-10-05 14:37:48.000;8;92.40
2023-06-25 12:47:49.000;9;3.34
2023-03-20 14:50:21.000;2;26.05
2023-12-14 17:07:05.000;8;25.18
2023-09-01 05:02:07.000;7;24.75
2023-12-04 23:18:46.000;8;35.95
2023-12-31 18:54:07.000;6;23.90
2023-01-10 20:57:53.000;2;2.39
2023-10-09 11:56:39.000;7;95.26
2023-04-08 07:33:47.000;5;21.83
2023-01-05 21:45:07.000;2;22.31
2023-05-08 22:23:28.000;3;23.03
2023-01-13 06:08:27.000;3;89.51
2023-02-22 21:20:04.000;4;42.17
2023-10-07 11:53:35.000;6;92.75
2023-10-11 16:15:18.000;6;25.34
2023-10-31 13:05:52.000;3;83.78
2023-01-30 07:51:42.000;1;22.27
2023-10-09 18:56:30.000;3;27.39
2023-03-01 13:07:58.000;2;32.53
2023-03-02 21:04:31.000;6;95.34
2023-05-12 02:27:46.000;6;2.64
2023-04-08 16:17:56.000;2;6.22
2023-12-30 10:30:10.000;5;44.49
2023-09-16 02:12:30.000;6;31.65
2023-02-09 21:52:00.000;6;25.49
2023-06-17 18:41:53.000;3;21.62
2023-12-29 23:07:42.000;2;20.88
2023-11-24 07:13:12.000;3;97.92
2023-01-31 04:33:43.000;4;75.71
2023-08-30 02:16:10.000;1;19.23
2023-11-14 05:37:35.000;1;51.56
2023-04-23 06:04:39.000;1;4.38
2023-09-26 04:04:53.000;7;50.34
2023-04-04 23:55:46.000;8;49.48
2023-07-03 19:27:56.000;3;26.35
2023-07-31 12:30:12.000;2;85.94
2023-03-28 08:48:54.000;7;38.71
2023-06-26 06:13:02.000;5;47.30
2023-07-14 05:30:13.000;8;98.82
2023-10-12 12:24:33.000;5;99.10
2023-06-25 05:22:42.000;8;91.57
2023-08-08 20:51:25.000;6;12.89
2023-01-20 23:59:51.000;6;13.90
2023-09-02 19:58:23.000;6;30.14
2023-12-26 00:06:04.000;3;11.73
2023-02-21 07:02:44.000;6;33.92
2023-02-10 20:38:36.000;8;53.03
2023-09-10 18:43:12.000;2;91.20
2023-03-02 22:53:21.000;1;51.83
2023-07-27 03:08:17.000;4;86.22
2023-02-23 19:57:21.000;6;11.32
2023-05-09 07:07:39.000;5;51.44
2023-04-05 09:44:39.000;5;9.40
2023-07-03 14:51:41.000;8;84.72
2023-10-16 19:45:18.000;6;15.12
2023-03-13 09:29:15.000;7;35.96
2023-06-11 00:35:12.000;4;39.61
2023-03-05 07:00:28.000;9;37.95
2023-02-03 08:17:52.000;4;30.00
2023-09-25 15:19:25.000;2;27.52
2023-08-03 16:16:58.000;1;41.97
2023-01-13 13:47:37.000;1;73.57
2023-10-02 16:43:48.000;9;26.63
2023-04-11 03:07:44.000;4;5.44
2023-07-22 21:00:48.000;4;20.16
2023-10-11 12:00:54.000;3;79.73
2023-01-24 22:01:00.000;5;73.63
2023-08-31 22:05:24.000;1;65.09
2023-09-16 15:01:38.000;6;38.16
2023-02-08 09:19:12.000;5;90.28
2023-07-27 19:06:44.000;7;78.44
2023-12-31 04:23:57.000;9;16.16
2023-08-24 10:56:10.000;5;87.42
2023-05-07 00:40:54.000;4;9.70
2023-10-07 20:40:12.000;4;3.53
2023-10-25 19:16:30.000;5;23.81
2023-11-22 21:41:26.000;6;51.45
2023-04-08 07:29:51.000;8;41.66
2023-07-12 14:02:57.000;2;32.89
2023-08-08 19:01:44.000;1;63.16
2023-09-24 00:51:58.000;6;68.87
2023-11-04 20:27:31.000;9;59.66
2023-07-18 09:44:19.000;5;83.00
2023-09-26 00:39:34.000;2;60.11
2023-09-16 18:45:12.000;5;52.10
2023-06-20 20:19:44.000;9;50.16
2023-06-22 03:07:50.000;8;75.53
2023-11-15 23:05:50.000;3;41.23
2023-12-02 09:44:39.000;1;33.25
2023-02-26 23:27:12.000;1;50.59
2023-07-22 10:17:50.000;1;66.10
2023-11-24 06:02:15.000;1;69.91
2023-01-03 04:01:13.000;1;58.45
2023-09-10 21:32:00.000;4;62.36
2023-08-04 12:34:40.000;3;29.03
2023-09-28 19:00:05.000;8;50.44
2023-05-07 05:11:01.000;9;45.96
2023-12-01 15:40:26.000;8;2.97
2023-12-31 01:39:15.000;5;30.08
2023-02-10 22:21:56.000;8;46.07
2023-12-26 06:13:56.000;4;86.78
2023-02-12 20:39:08.000;7;64.92
2023-01-31 17:54:52.000;2;61.32
2023-07-23 08:24:35.000;7;66.30
2023-11-20 14:22:03.000;8;66.97
2023-07-12 05:08:19.000;2;87.74
2023-05-03 02:26:23.000;5;98.61
2023-03-17 15:32:37.000;2;33.17
2023-01-22 10:32:57.000;5;49.27
2023-05-28 17:51:41.000;3;51.22
2023-11-12 04:34:11.000;3;99.42
2023-03-20 12:48:37.000;8;25.26
2023-12-06 16:26:32.000;6;15.92
2023-10-17 12:14:44.000;7;35.72
2023-03-04 02:35:13.000;5;78.60
2023-02-03 12:29:06.000;9;83.96
2023-04-07 05:47:55.000;5;35.30
2023-11-02 09:37:35.000;8;71.53
2023-11-07 11:53:14.000;6;69.11
2023-12-18 03:05:36.000;9;26.03
2023-03-13 20:46:49.000;6;93.77
2023-10-13 17:09:32.000;9;17.91
2023-07-18 05:46:00.000;4;79.06
2023-04-25 13:55:33.000;3;47.80
2023-11-14 01:02:13.000;2;81.79
2023-10-27 07:22:40.000;2;39.34
2023-02-18 00:49:37.000;3;60.26
2023-12-16 17:35:02.000;3;46.59
2023-10-15 21:18:02.000;2;29.24
2023-07-18 18:26:28.000;3;14.59
2023-11-13 20:22:55.000;5;86.05
2023-07-12 21:25:19.000;3;79.58
2023-05-07 22:45:48.000;8;64.52
2023-11-03 12:26:19.000;4;51.70
2023-11-25 19:25:53.000;4;66.27
2023-02-15 19:00:01.000;6;95.02
2023-06-04 15:31:40.000;7;68.52
2023-04-03 04:23:29.000;3;42.94
2023-11-29 22:44:47.000;9;52.98
2023-09-09 02:00:04.000;9;66.37
2023-12-18 00:09:24.000;8;25.13
2023-11-08 22:13:50.000;1;85.59
2023-09-24 09:29:34.000;9;54.16
2023-12-28 21:49:25.000;8;68.25
2023-08-19 02:39:49.000;8;56.68
2023-02-15 21:44:01.000;8;55.28
2023-02-04 13:35:59.000;7;87.17
2023-05-18 19:08:23.000;4;28.60
2023-02-23 07:33:36.000;8;71.87
2023-10-12 06:24:22.000;5;95.60
2023-03-07 23:22:03.000;9;43.62
2023-02-28 08:33:17.000;1;37.10
2023-06-22 05:14:29.000;2;61.71
2023-08-11 01:59:14.000;3;43.09
2023-08-20 10:27:11.000;7;15.30
2023-09-30 01:55:59.000;4;60.03
2023-07-11 10:55:53.000;8;15.61
2023-08-11 10:09:26.000;9;46.68
2023-05-07 10:18:57.000;2;89.29
2023-04-30 05:52:01.000;7;26.64
2023-10-11 16:15:53.000;8;93.81
2023-05-30 12:34:45.000;9;56.43
2023-10-19 14:22:49.000;9;90.78
2023-01-15 16:04:54.000;2;48.48
2023-01-06 22:34:02.000;6;67.47
2023-10-12 11:10:10.000;7;36.62
2023-01-12 01:18:31.000;6;82.49
2023-05-18 17:17:00.000;5;63.19
2023-12-07 11:27:13.000;4;42.01
2023-08-30 07:48:57.000;3;92.39
2023-02-02 12:43:25.000;5;34.85
2023-03-16 22:32:49.000;3;79.05
2023-12-06 08:57:11.000;6;35.26
2023-03-24 18:14:24.000;2;19.09
2023-07-10 03:21:30.000;5;67.59
2023-06-02 14:15:43.000;5;42.54
2023-03-14 02:36:37.000;2;22.42
2023-03-09 23:02:16.000;3;24.40
2023-02-16 21:22:15.000;4;63.54
2023-11-24 08:12:10.000;9;15.56
2023-08-06 13:41:55.000;9;24.43
2023-02-09 23:37:15.000;1;19.46
2023-08-30 13:03:48.000;9;66.29
2023-06-05 01:23:02.000;8;23.21
2023-11-12 17:51:40.000;2;8.86
2023-08-30 23:54:58.000;5;16.92
2023-07-19 17:49:28.000;5;84.55
2023-06-04 20:36:30.000;5;94.68
2023-05-31 14:51:59.000;5;24.37
2023-02-27 12:09:29.000;3;14.46
2023-07-11 01:05:35.000;5;75.08
2023-08-31 07:27:36.000;1;22.42
2023-05-19 17:27:46.000;7;69.92
2023-05-04 16:23:46.000;9;36.23
2023-10-29 23:13:09.000;3;84.74
2023-05-11 03:47:39.000;6;83.30
2023-09-03 17:05:41.000;9;9.58
2023-11-16 05:19:45.000;7;72.79
2023-04-11 20:57:54.000;6;10.01
2023-11-23 03:38:35.000;8;57.63
2023-01-30 23:31:39.000;2;52.77
2023-10-10 17:02:14.000;5;68.57
2023-08-12 14:30:47.000;9;1.07
2023-09-03 02:59:20.000;3;12.97
2023-04-16 08:41:31.000;8;71.68
2023-02-28 20:15:11.000;2;93.26
2023-06-05 04:25:05.000;8;45.13
2023-01-14 20:27:15.000;7;75.12
2023-08-31 00:40:34.000;6;88.92
2023-10-26 05:11:57.000;2;89.84
2023-11-12 22:29:44.000;7;95.27
2023-06-05 23:40:13.000;5;29.31
2023-01-20 02:09:23.000;1;100.00
2023-04-14 12:15:27.000;9;65.75
2023-08-31 18:44:08.000;8;59.27
2023-09-06 16:35:49.000;7;11.43
2023-09-15 11:42:35.000;7;23.98
2023-05-13 01:43:42.000;5;34.52
2023-08-25 00:16:41.000;5;86.90
2023-05-23 14:56:19.000;2;92.58
2023-06-10 20:21:27.000;5;97.73
2023-01-16 12:58:06.000;6;1.63
2023-05-03 00:01:12.000;6;33.07
2023-09-07 18:35:47.000;9;30.37
2023-07-02 12:49:14.000;3;41.34
2023-06-20 09:10:37.000;1;92.38
2023-10-14 20:22:14.000;5;52.77
2023-02-21 19:35:38.000;8;28.86
2023-08-10 04:39:28.000;4;76.77
2023-04-17 02:08:58.000;2;8.79
2023-08-28 05:14:59.000;1;3.18
2023-07-01 17:51:10.000;5;66.06
2023-11-20 19:35:26.000;5;84.21
2023-12-11 12:42:56.000;4;58.74
2023-10-24 15:26:20.000;1;65.39
2023-01-21 01:10:55.000;3;8.57
2023-10-05 05:00:53.000;3;4.76
2023-04-12 05:52:36.000;3;81.39
